"Pax6" "Mash1" "Zic1" "Brn2" "Tuj1" "Hes5" "Scl" "Olig2" "Stat3" "Aldh1L" "Myt1L" "Sox8"
"cell_54" 5.85288915656691 1.52533428124066 0.604284003827725 0.11617066194092 0.0602927769721027 1.6783746762447 0.769256866259545 0.83432725583137 0.0290960428320415 0.0913742378394164 -0.035108252227367 0.104226539777963
"cell_55" 5.85159761529602 1.55821734288871 0.607962608896547 0.120933999757721 0.0552321983397941 1.6829567670559 0.799979169747117 0.868235460943266 0.0271555216959111 0.0771419907024782 -0.00927858043707434 0.122375496068889
"cell_56" 5.84822558280937 1.5876732883043 0.618303262282713 0.123536437594674 0.0676323092029385 1.71705522268157 0.813310369371446 0.893348956914036 0.0317842897172214 0.061327733361491 -0.017172266312732 0.126881581738441
"cell_57" 5.8500457766306 1.6211917200129 0.651902571183645 0.121559826116474 0.0790000199399492 1.7185407516921 0.832278880437386 0.918708216365354 0.0428618926007752 0.0545583352857574 -0.0190676293492582 0.123731367575783
"cell_58" 5.8611674438121 1.6461818641119 0.661938027681729 0.123238663915604 0.0785704536002543 1.74673487042796 0.864822816062953 0.948078385492739 0.0346973700018281 0.0528326937998683 0.00738993345814427 0.1385437058041
"cell_59" 5.85083837796177 1.67405200263994 0.66768904211433 0.121877299639112 0.0746065669780187 1.76182013493739 0.904818829544401 0.968684657217523 0.0406937798197303 0.0556232125595623 0.00592895472357271 0.160665731281769
"cell_60" 5.85931831747446 1.68989442970739 0.678370558018178 0.120467996280759 0.107017665168344 1.78993750065327 0.939753694697134 0.989253560167238 0.049437778377877 0.0648564301441767 0.000619329281161702 0.172207246837509
"cell_61" 5.8604054195288 1.70764827820924 0.706167385065443 0.110074089504195 0.108129072892119 1.8157480950481 0.965400043850164 0.998973870221448 0.0631972605161198 0.067093395070327 0.0135745235970016 0.186281455620194
"cell_62" 5.84801600521111 1.72440233212771 0.733368606112003 0.102592815317716 0.12668687548161 1.82056403963961 0.997963240491705 1.01938237986807 0.0616498903335544 0.0742604417435407 0.0183343611641389 0.184824520809511
"cell_63" 5.84485130186652 1.7420109259817 0.750757742232583 0.102974016066571 0.144712697153972 1.83775115947896 1.02631074559482 1.04044695913273 0.0927279146712404 0.0835280096026956 0.033195531985573 0.195731072274425
"cell_64" 5.84066481029965 1.77400874076693 0.781878561331276 0.130575658426473 0.140379152753607 1.85506342211234 1.04157979945887 1.0609210534399 0.0990498207519228 0.0882041308425634 0.0469225875832709 0.20606412877241
"cell_65" 5.83149314342668 1.81572276323085 0.799425953500235 0.135270500409814 0.153155320412301 1.8686790427985 1.07876320568637 1.09062168853242 0.0927448827965956 0.0767831868526704 0.0449084860046106 0.217622852196363
"cell_66" 5.81683454438246 1.83045706970261 0.836918726717233 0.139733086493392 0.156953485868922 1.87483935080145 1.09635296908349 1.10653856819086 0.106909713498371 0.0823153979226265 0.0646112402918015 0.237781405043228
"cell_67" 5.82156084197669 1.84522924720236 0.825247612552228 0.128081382660032 0.164894816763389 1.88074775423251 1.10422386500822 1.13308621633507 0.128761649045077 0.0932903984156381 0.0801874284838003 0.251252375974523
